transaction_id,user_id,product_id,rating_x,timestamp,purchase_count,amount,payment_method,delivery_status,product_name,category,price,brand,rating_y,description,discount,in_stock,name,age,gender,location,state,email,phone_number,is_festive_season
1184,1,83,5,2025-04-07 16:00:00,1,6286.87,Net Banking,Processing,Ponds Kajal 83,Beauty,56145.22,Ponds,3.7,Recusandae dignissimos tempora officiis. Nihil sed velit.,21,False,Sahil Wali,19,M,Serampore,Bihar,jivinhayre@example.org,03901398566,True
1185,635,124,4,2025-02-21 21:10:20,2,13568.48,Debit Card,Delivered,Bajaj Dinner Set 124,Home & Kitchen,64707.16,Bajaj,3.0,Suscipit laboriosam commodi culpa maxime. Ab voluptas voluptate illum.,18,True,Kiara Srinivasan,41,M,Kanpur,Sikkim,dtata@example.org,+912058283542,False
1186,910,20,2,2025-10-19 01:21:02,2,14424.91,Debit Card,Shipped,Levis Dress 20,Clothing,95003.41,Levis,4.8,Odit blanditiis at dolores. Corporis quidem expedita eius tenetur.,1,False,Farhan Wadhwa,50,M,Cuttack,Tripura,farhanchander@example.net,+911539125737,True
1187,762,44,4,2024-12-03 13:12:43,2,19710.99,UPI,Shipped,Lakme Skin Care 44,Beauty,64348.49,Lakme,3.7,Voluptates nesciunt asperiores.,60,False,Alisha Issac,34,M,Meerut,West Bengal,hridaan76@example.com,3669868235,False
1188,598,184,3,2024-12-28 13:59:56,3,7864.27,Credit Card,Shipped,MBD Novel 184,Books,20911.43,MBD,3.5,Fuga ex consectetur nemo magni. Magni dicta animi odit optio. Ipsa id doloribus recusandae fuga.,13,False,Zain Sahni,48,M,Delhi,Karnataka,kannanmiraya@example.net,+913099964331,False
1189,770,91,4,2024-12-21 13:52:14,3,19975.8,Credit Card,Delivered,Micromax Smart TV 91,Electronics,56111.28,Micromax,4.1,Libero accusamus non ipsam. Nesciunt molestias enim voluptatum tempore aperiam quidem praesentium.,1,False,Trisha Varma,52,F,Chapra,Telangana,tsem@example.org,1911824527,False
1190,92,165,2,2025-11-24 03:25:38,3,17417.08,Cash on Delivery,Cancelled,Puma Sports Shoes 165,Sports,73214.05,Puma,4.7,Eos repellat eveniet et. Iste saepe sit facilis numquam accusamus a.,54,True,Alia Khurana,59,F,Kolhapur,Chhattisgarh,jgokhale@example.org,7915270466,True
1191,741,40,3,2024-12-24 22:07:21,2,15221.95,Cash on Delivery,Cancelled,Motorola Smart Watch 40,Mobile Phones,44845.69,Motorola,3.0,Nostrum totam optio cumque id aliquam. Ratione odio eius eius aperiam rerum illum.,1,False,Elakshi Gulati,27,F,Vasai-Virar,Arunachal Pradesh,suhanarege@example.com,03599789760,False
1192,993,21,3,2024-11-30 09:30:20,2,4765.06,Debit Card,Processing,Motorola Tablet 21,Mobile Phones,97493.82,Motorola,3.1,Numquam labore doloribus dolorum delectus numquam.,15,False,Lakshit Brahmbhatt,44,M,Salem,Arunachal Pradesh,kotavardaniya@example.net,05775617143,True
1193,406,14,5,2025-09-25 22:01:32,2,1140.07,Debit Card,Delivered,Intex Refrigerator 14,Electronics,2052.08,Intex,4.8,A laborum aliquam eaque quam fuga. Laboriosam alias minus odit.,44,False,Nirvaan Yogi,59,M,Sikar,Tripura,yshan@example.org,+915551411730,False
1194,918,170,5,2025-07-12 04:27:34,3,16231.57,Credit Card,Cancelled,Nilkamal Office Chair 170,Furniture,5007.16,Nilkamal,4.4,Dolorem a quas reiciendis. Deleniti nemo esse pariatur animi. Mollitia esse optio explicabo ut.,26,False,Akarsh Suresh,18,F,Noida,Uttar Pradesh,varughesebiju@example.org,06541283955,False
1195,532,91,4,2025-06-02 15:04:13,3,14477.91,Net Banking,Cancelled,Micromax Smart TV 91,Electronics,56111.28,Micromax,4.1,Libero accusamus non ipsam. Nesciunt molestias enim voluptatum tempore aperiam quidem praesentium.,1,False,Shayak Char,21,F,Muzaffarpur,Uttar Pradesh,nbiswas@example.org,+913148062826,False
1196,941,163,5,2025-03-01 22:39:50,3,17875.91,Debit Card,Shipped,Parle Snacks 163,Groceries,48538.09,Parle,4.1,Fugit dolore nemo dolorum incidunt doloribus. Ea aut aspernatur molestiae minus unde consequatur.,32,True,Zoya Choudhry,23,F,Chapra,Manipur,prerakshetty@example.com,1388418673,False
1197,836,71,1,2025-05-14 18:09:42,2,10303.49,UPI,Cancelled,GK Publications Novel 71,Books,5513.27,GK Publications,4.5,Molestias officia voluptatem quo.,10,True,Nakul Gera,47,M,Mumbai,Odisha,bansalchirag@example.com,02045904500,False
1198,511,127,3,2025-08-30 19:42:48,3,12900.88,UPI,Processing,Reebok Sports Shoes 127,Sports,86809.26,Reebok,3.6,Atque id perferendis aspernatur. Consectetur quod accusamus dolores. Aperiam ea officia itaque.,19,True,Gatik Bal,26,M,Sirsa,West Bengal,atwalanika@example.org,00576776177,True
1199,562,50,5,2025-09-23 04:08:48,3,5981.93,Net Banking,Cancelled,Garnier Makeup Kit 50,Beauty,89061.9,Garnier,4.4,Voluptate excepturi nam illo tempore aspernatur veritatis. Expedita maxime illum recusandae.,0,True,Abram Butala,40,M,Patiala,Meghalaya,myogi@example.net,6723136748,False
1200,610,75,5,2025-02-08 05:57:30,2,5004.43,Credit Card,Processing,Tanishq Earrings 75,Fashion Accessories,46359.16,Tanishq,3.1,Est est aliquam. Aliquam quasi aut nulla aut reprehenderit et non. Atque rerum fugit.,65,True,Uthkarsh Sama,32,M,Howrah,West Bengal,shayakanand@example.com,03077411627,False
1201,564,90,4,2025-01-17 05:44:37,3,11433.68,Credit Card,Processing,Xiaomi Smartphone 90,Mobile Phones,22823.82,Xiaomi,3.8,Officia repellendus voluptas. Odit ex esse explicabo reiciendis. Esse dolorum accusamus inventore.,67,False,Urvi Ravel,64,M,Muzaffarpur,Telangana,deoira@example.com,04161593629,True
1202,73,16,3,2025-10-06 12:35:15,3,6811.23,Net Banking,Processing,Slazenger Yoga Mat 16,Sports,8148.94,Slazenger,4.6,Suscipit ducimus cumque magnam beatae possimus eaque. Officiis ratione aspernatur ullam.,27,True,Shayak Dhillon,21,F,Bongaigaon,Sikkim,ishita87@example.net,03006688619,True
1203,183,59,4,2025-11-17 01:00:07,2,16148.75,Cash on Delivery,Cancelled,Xiaomi Tablet 59,Mobile Phones,21114.89,Xiaomi,4.4,Doloremque voluptates qui quasi id iste. Eum debitis ipsam tempora.,54,True,Dishani Borde,31,F,Mathura,Manipur,vihaansahni@example.com,3425973340,True
1204,616,123,4,2025-07-19 06:45:17,2,15849.72,Debit Card,Cancelled,Puma Yoga Mat 123,Sports,43649.13,Puma,3.3,Quia autem nostrum nulla libero natus. Eos soluta commodi deleniti mollitia ab.,15,True,Ranbir Mammen,39,M,Nagaon,Gujarat,divijgala@example.org,+913466976802,False
1205,946,72,4,2025-11-07 08:16:14,3,13180.9,UPI,Shipped,HomeTown Sofa Set 72,Furniture,38636.1,HomeTown,4.5,Suscipit cum vero quo dolorem. Expedita asperiores libero quasi.,61,True,Neelofar Mani,54,F,Raipur,Himachal Pradesh,dhanushbava@example.org,+916730294848,True
1206,542,16,2,2025-10-05 06:22:00,2,5909.16,Net Banking,Delivered,Slazenger Yoga Mat 16,Sports,8148.94,Slazenger,4.6,Suscipit ducimus cumque magnam beatae possimus eaque. Officiis ratione aspernatur ullam.,27,True,Kimaya Rao,25,F,Amravati,Maharashtra,vkara@example.net,+911274590104,True
1207,785,79,4,2025-09-26 22:49:47,2,3164.53,Credit Card,Shipped,Oppo Earphones 79,Mobile Phones,45411.04,Oppo,4.0,Dolor rem magni aliquam expedita. Reiciendis a facere vitae.,19,True,Amani Suresh,27,F,Jhansi,Kerala,borraryan@example.net,+917406331834,False
1208,396,30,4,2025-06-07 01:52:11,1,15229.97,Debit Card,Processing,Allen Solly Dress 30,Clothing,28192.92,Allen Solly,4.5,In sapiente fugiat optio labore vitae. Voluptas sed minus pariatur maxime sed dolor.,36,True,Siya Ganguly,64,F,Jehanabad,Telangana,dchakraborty@example.com,+917525537050,False
1209,123,163,4,2025-04-12 20:09:13,2,15970.08,Debit Card,Delivered,Parle Snacks 163,Groceries,48538.09,Parle,4.1,Fugit dolore nemo dolorum incidunt doloribus. Ea aut aspernatur molestiae minus unde consequatur.,32,True,Aarav Bhasin,60,F,Buxar,Nagaland,ritvik49@example.net,1351238039,True
1210,117,134,4,2025-04-10 10:01:42,2,17066.73,Cash on Delivery,Processing,Durian Wardrobe 134,Furniture,7054.63,Durian,3.2,Quos repellendus magnam ab natus vel illo. Sint nam distinctio.,45,True,Mohanlal Sura,54,F,Rourkela,Andhra Pradesh,vaibhavbajaj@example.org,+911233488919,True
1211,325,186,3,2025-04-21 12:46:29,1,18944.51,UPI,Cancelled,Durian Sofa Set 186,Furniture,67579.42,Durian,3.7,Quos veniam facilis neque cum. Fugit facere earum.,3,False,Yasmin Sarraf,35,F,Shahjahanpur,Maharashtra,kiaansengupta@example.com,03774404147,True
1212,681,106,3,2024-12-01 09:11:44,2,12833.77,Net Banking,Processing,Parle Spices 106,Groceries,66327.18,Parle,4.8,Ut provident omnis praesentium neque corrupti. Nemo accusantium non id.,46,False,Hazel Kunda,54,F,Proddatur,Himachal Pradesh,umang23@example.net,+910892826103,False
1213,773,126,5,2025-06-21 02:11:19,3,12245.05,Net Banking,Processing,Manyavar Dress 126,Clothing,89141.0,Manyavar,4.5,Maxime voluptates nostrum optio iusto. Pariatur magni ducimus minima ipsum sint quia asperiores.,8,True,Suhana Dube,52,M,Phagwara,Madhya Pradesh,fcomar@example.com,+914378441520,False
1214,318,131,5,2025-04-07 01:16:42,3,18985.81,Cash on Delivery,Cancelled,Decathlon Football 131,Sports,3193.84,Decathlon,5.0,Facere neque totam consequuntur vero. Repudiandae tenetur debitis assumenda deserunt.,8,False,Sana Dey,59,F,Ajmer,Karnataka,chirag67@example.net,+915763304728,True
1215,547,178,4,2024-12-15 20:36:05,2,5602.31,Debit Card,Shipped,Pepperfry Office Chair 178,Furniture,34163.41,Pepperfry,4.1,Quos quia quibusdam deserunt. Eius accusamus harum nisi odit sit.,66,True,Vivaan Chakrabarti,26,M,Jhansi,Tamil Nadu,daminisoni@example.com,06672014579,False
1216,506,24,3,2025-08-28 20:10:28,1,910.8,Debit Card,Delivered,Durian Wardrobe 24,Furniture,99404.04,Durian,4.7,Nisi dolorem ducimus. Illum enim quia perferendis quam quisquam.,36,True,Rati Dara,33,F,Indore,Maharashtra,gdugar@example.org,+919205217311,True
1217,348,80,3,2025-07-17 23:01:22,3,12785.33,Net Banking,Cancelled,Godrej Bookshelf 80,Furniture,97018.22,Godrej,3.3,Reprehenderit quisquam ex modi. Quam voluptas eius in.,33,True,Kimaya Vig,65,F,Kota,Haryana,ctara@example.net,4968336896,False
1218,100,152,4,2025-08-16 19:54:06,1,11619.59,Debit Card,Delivered,Usha Cookware Set 152,Home & Kitchen,19196.5,Usha,4.3,Consequuntur quos cum cumque. Autem incidunt enim repudiandae quo.,5,True,Vidur Devi,54,M,Katni,Telangana,jsethi@example.org,6440235756,True
1219,839,136,3,2025-09-28 06:48:42,1,4123.51,Debit Card,Shipped,FabIndia Traditional Wear 136,Clothing,25604.01,FabIndia,4.4,Quos maxime vitae. Officiis doloremque accusantium. Voluptates ipsa deleniti nihil.,20,True,Hazel Chander,63,F,Mirzapur,Karnataka,xsinha@example.org,+919350781594,False
1220,72,145,4,2025-07-12 08:52:58,2,18628.46,Cash on Delivery,Delivered,PC Jeweller Earrings 145,Fashion Accessories,59431.15,PC Jeweller,3.2,Odit tenetur explicabo aliquid fugiat. Nam praesentium ipsam exercitationem.,17,True,Vaibhav Varghese,27,M,Pimpri-Chinchwad,Nagaland,heerchatterjee@example.org,0525280150,False
1221,815,61,3,2025-05-19 23:05:25,3,1674.13,Debit Card,Delivered,Nike Yoga Mat 61,Sports,5606.61,Nike,3.9,Quisquam cumque earum accusamus delectus nam officiis hic. A itaque soluta. Hic tempore amet iusto.,69,False,Rohan Kala,22,F,Udaipur,Sikkim,bailbadal@example.net,1030620043,False
1222,655,53,4,2025-08-29 13:29:04,3,6245.08,Net Banking,Delivered,Prestige Pressure Cooker 53,Home & Kitchen,12892.22,Prestige,3.5,Et molestiae voluptas sint dicta. Porro eveniet quae aliquid provident rerum.,44,True,Hazel Bera,40,M,Sultan Pur Majra,Kerala,ranganathanadvik@example.org,+911213274917,True
1223,559,132,5,2025-03-13 22:43:09,1,15851.33,Debit Card,Delivered,Ikea Wardrobe 132,Furniture,47027.09,Ikea,3.2,Laudantium debitis amet autem. Odit aliquid pariatur accusamus.,37,False,Aradhya Tak,58,F,Tenali,Uttarakhand,buchkaira@example.com,01871756099,False
1224,984,78,1,2025-08-20 19:30:44,1,13477.89,Cash on Delivery,Shipped,Butterfly Mixer Grinder 78,Home & Kitchen,55718.5,Butterfly,3.4,Iusto ratione adipisci esse.,8,True,Purab Jani,38,M,Dindigul,Bihar,myragoswami@example.com,4568166082,True
1225,451,149,3,2024-12-10 13:32:52,2,4628.73,Debit Card,Delivered,Xiaomi Smart Watch 149,Mobile Phones,19501.29,Xiaomi,4.0,Voluptate exercitationem voluptatum. Nam nihil id eum magnam. Sequi fugit magni.,17,True,Purab Goda,24,F,Barasat,Goa,baijusamra@example.org,03259734099,False
1226,267,180,3,2025-03-08 12:39:13,3,9722.64,Credit Card,Processing,Usha Cookware Set 180,Home & Kitchen,83399.8,Usha,4.8,Tempore voluptate vel consequatur cum ut ad sit.,45,True,Umang Dutt,35,F,Anand,Tripura,dhanuksinghal@example.org,3423714926,False
1227,791,81,4,2025-08-02 23:53:34,1,9886.92,Net Banking,Delivered,Vivo Smart Watch 81,Mobile Phones,42752.8,Vivo,3.6,Corrupti quibusdam repudiandae aut sint ipsum. Rem eum sit.,22,False,Indranil Sekhon,41,M,Jammu,Andhra Pradesh,bgandhi@example.net,8348236612,True
1228,287,111,1,2025-10-11 12:08:40,2,10002.13,Credit Card,Cancelled,Parle Chocolates 111,Groceries,7850.96,Parle,4.5,Nam esse ipsa at. Debitis modi provident deserunt facere.,5,True,Samaira Karnik,43,M,South Dumdum,Bihar,hhegde@example.net,+914444915681,True
1229,845,41,4,2025-07-03 09:04:03,3,5191.64,UPI,Cancelled,Prestige Dinner Set 41,Home & Kitchen,74935.52,Prestige,3.2,Consectetur culpa provident minus. Veritatis a ipsum.,44,True,Manikya Deshpande,53,M,Bahraich,Meghalaya,isura@example.org,05500935770,False
1230,214,133,3,2025-01-19 11:21:28,3,3162.47,Cash on Delivery,Shipped,Decathlon Fitness Equipment 133,Sports,4762.34,Decathlon,3.8,Perspiciatis non optio praesentium repellendus dolorum aliquid quo. Harum id dolor beatae repellat.,65,True,Jayesh Tailor,25,M,Tiruchirappalli,Karnataka,sanasaran@example.com,00182426044,True
1231,329,175,3,2025-07-14 10:14:22,2,7301.53,Net Banking,Cancelled,Butterfly Water Purifier 175,Home & Kitchen,63939.39,Butterfly,3.3,Voluptates voluptas commodi dolorem sapiente. Aliquam distinctio labore ipsa ad tempore.,16,True,Urvi Kumar,42,M,Rampur,Karnataka,hazel67@example.com,03043588574,False
1232,96,58,3,2025-08-10 06:35:36,2,6547.31,Credit Card,Delivered,Haldiram Tea 58,Groceries,55316.96,Haldiram,4.4,Repudiandae non odio repellat quia minus. Officiis nihil nisi omnis sit officia.,14,True,Rhea Batta,42,F,Fatehpur,Uttar Pradesh,ibhat@example.com,04448084686,True
1233,674,12,1,2025-01-12 21:10:31,3,11961.03,Debit Card,Cancelled,Titan Bracelet 12,Fashion Accessories,7934.39,Titan,3.0,Aperiam quisquam porro quibusdam explicabo corrupti alias. Cum architecto molestiae.,12,True,Sumer Mammen,20,F,Katni,Haryana,lranganathan@example.org,+914706717057,True
1234,784,54,5,2025-01-15 10:28:31,3,4647.17,Cash on Delivery,Delivered,Oswaal Academic Textbook 54,Books,3357.92,Oswaal,3.9,Eum dicta neque amet.,8,True,Stuvan Sarin,50,M,Karaikudi,Rajasthan,iradada@example.com,+916846515436,True
1235,261,124,1,2025-09-17 00:38:07,3,4759.74,Credit Card,Processing,Bajaj Dinner Set 124,Home & Kitchen,64707.16,Bajaj,3.0,Suscipit laboriosam commodi culpa maxime. Ab voluptas voluptate illum.,18,True,Hansh Tiwari,22,M,Solapur,Maharashtra,iramachandran@example.net,+914441625747,False
1236,508,122,4,2025-08-10 13:24:00,1,2712.74,UPI,Shipped,NCERT Competitive Exam Guide 122,Books,99102.22,NCERT,3.9,Minus quibusdam eligendi. Nemo quis quos aut natus architecto iure optio.,27,True,Tejas Contractor,42,F,Bardhaman,Nagaland,krishrama@example.org,+914180064256,True
1237,217,152,2,2024-12-16 08:27:10,3,2443.6,Net Banking,Shipped,Usha Cookware Set 152,Home & Kitchen,19196.5,Usha,4.3,Consequuntur quos cum cumque. Autem incidunt enim repudiandae quo.,5,True,Saira Thaman,20,F,Allahabad,Rajasthan,kbose@example.net,+913754440664,False
1238,96,26,3,2025-01-23 08:06:40,3,3337.57,Credit Card,Processing,W T-shirt 26,Clothing,72617.74,W,4.7,Deleniti ex dolor dolorum quis. Eligendi quas officiis cumque.,47,True,Rhea Batta,42,F,Fatehpur,Uttar Pradesh,ibhat@example.com,04448084686,True
1239,726,8,4,2024-12-22 09:29:28,3,17446.95,Net Banking,Delivered,Raymond Saree 8,Clothing,88064.72,Raymond,3.3,Unde omnis corrupti dolore minus. Quae eum ex incidunt. Blanditiis neque eos beatae.,51,True,Nirvaan Solanki,47,M,Singrauli,Haryana,cgill@example.org,7218426616,False
1240,206,119,2,2025-03-12 13:59:53,1,19735.55,Cash on Delivery,Delivered,Garnier Skin Care 119,Beauty,18344.84,Garnier,5.0,Aliquid voluptas occaecati cum unde. Omnis eum unde corrupti velit.,57,True,Heer Venkataraman,60,M,Vijayawada,Mizoram,alishadave@example.com,+910985255874,False
1241,590,138,3,2025-03-04 23:39:16,2,14561.43,UPI,Shipped,Godrej Office Chair 138,Furniture,44388.99,Godrej,3.5,Sint tenetur distinctio praesentium.,70,True,Vardaniya Chowdhury,25,F,Hapur,Meghalaya,tara09@example.net,+919588619631,False
1242,703,14,5,2025-01-04 23:04:47,2,15615.89,Net Banking,Shipped,Intex Refrigerator 14,Electronics,2052.08,Intex,4.8,A laborum aliquam eaque quam fuga. Laboriosam alias minus odit.,44,False,Damini Bahl,28,M,Kalyan-Dombivli,Chhattisgarh,baiju52@example.com,01572513416,True
1243,28,166,3,2025-07-09 14:56:28,2,3195.49,UPI,Delivered,Levis Dress 166,Clothing,71279.2,Levis,4.7,Ipsam recusandae sint doloremque. Labore impedit ipsa reprehenderit cumque iste excepturi.,70,True,Shalv Malhotra,28,F,Moradabad,Manipur,siya07@example.net,6084439838,False
1244,744,194,3,2025-06-18 10:16:03,2,13494.73,Net Banking,Shipped,Cadbury Chocolates 194,Groceries,77517.19,Cadbury,3.9,Repudiandae iste voluptatem quo. Animi ad beatae delectus.,11,True,Yuvaan Bora,22,M,Erode,West Bengal,bhaminimahal@example.net,03027696047,False
1245,381,56,2,2025-03-28 19:21:25,1,10102.24,Cash on Delivery,Shipped,Levis T-shirt 56,Clothing,12861.33,Levis,4.0,Quo dignissimos veritatis corporis vero iste. Itaque dolores doloremque repellendus.,21,False,Samaira Srinivas,32,F,Akola,Assam,abanerjee@example.com,9048640311,False
1246,476,100,5,2025-08-22 03:21:09,2,6946.98,Cash on Delivery,Shipped,Upkar Academic Textbook 100,Books,48415.66,Upkar,3.7,Corporis maiores maiores suscipit praesentium. Labore totam esse rem est et.,13,True,Suhana Sandal,63,F,Kharagpur,Tamil Nadu,shayak04@example.org,+915825880801,True
1247,190,59,4,2025-04-24 20:23:38,3,15560.46,Credit Card,Processing,Xiaomi Tablet 59,Mobile Phones,21114.89,Xiaomi,4.4,Doloremque voluptates qui quasi id iste. Eum debitis ipsam tempora.,54,True,Pranay Sarin,63,F,Karaikudi,Andhra Pradesh,jayesh06@example.net,03678462422,True
1248,98,92,4,2025-01-16 12:59:50,3,17270.46,UPI,Delivered,Nilkamal Sofa Set 92,Furniture,40345.91,Nilkamal,3.6,Pariatur beatae eius pariatur. Distinctio perspiciatis libero consectetur libero nostrum velit.,1,True,Neysa Din,30,F,Begusarai,Uttar Pradesh,drishya74@example.org,+910575634230,True
1249,109,120,4,2025-09-01 04:15:33,2,2092.88,Debit Card,Processing,Lakme Shampoo 120,Beauty,55918.66,Lakme,3.6,Voluptatem accusamus mollitia. Illo enim dolorum ipsum odio.,63,True,Yasmin Dara,20,F,Kota,Odisha,sdate@example.com,2866905712,False
1250,9,102,4,2025-10-26 08:49:09,2,5143.31,Debit Card,Cancelled,Upkar Novel 102,Books,74231.0,Upkar,3.9,Nisi laborum veniam. Voluptatibus ad itaque eum.,21,True,Romil Chander,25,M,Delhi,Kerala,stuvan68@example.com,0435515237,True
1251,855,178,4,2024-12-03 12:48:05,3,18032.19,Net Banking,Shipped,Pepperfry Office Chair 178,Furniture,34163.41,Pepperfry,4.1,Quos quia quibusdam deserunt. Eius accusamus harum nisi odit sit.,66,True,Priyansh Sanghvi,36,F,Ahmedabad,Madhya Pradesh,inaaya-70@example.net,+911176832448,False
1252,207,26,2,2025-06-30 08:26:58,2,15230.79,Credit Card,Cancelled,W T-shirt 26,Clothing,72617.74,W,4.7,Deleniti ex dolor dolorum quis. Eligendi quas officiis cumque.,47,True,Hunar Ray,29,M,Aurangabad,Rajasthan,hanshgola@example.org,+911678440492,False
1253,59,195,3,2025-08-25 16:00:25,1,15514.42,Net Banking,Processing,Yonex Cricket Bat 195,Sports,81048.58,Yonex,3.6,Magnam facere ex. Est nam sapiente placeat placeat suscipit nobis.,35,False,Anvi Luthra,61,F,Srikakulam,Tripura,tsuresh@example.net,09387899269,True
1254,267,98,4,2025-02-22 18:16:08,3,5337.77,Cash on Delivery,Cancelled,Havells Cookware Set 98,Home & Kitchen,58057.12,Havells,4.5,Dicta commodi illo nemo enim inventore dignissimos. Cumque a cum vel rem illo.,42,False,Umang Dutt,35,F,Anand,Tripura,dhanuksinghal@example.org,3423714926,False
1255,181,51,5,2025-07-06 21:48:57,3,17425.89,Debit Card,Delivered,Hindustan Unilever Skin Care 51,Beauty,30953.59,Hindustan Unilever,5.0,Non animi eligendi aspernatur eius reprehenderit. Animi natus dolorum amet atque minus harum magni.,38,False,Oorja Sarna,19,F,Udupi,West Bengal,lakshay22@example.com,1037218276,False
1256,607,123,4,2025-06-21 15:15:28,1,15643.2,UPI,Processing,Puma Yoga Mat 123,Sports,43649.13,Puma,3.3,Quia autem nostrum nulla libero natus. Eos soluta commodi deleniti mollitia ab.,15,True,Vihaan Chaudhari,29,M,Dhule,Maharashtra,rajuehsaan@example.org,2619451674,False
1257,119,138,4,2025-08-01 01:15:48,1,2724.53,Debit Card,Cancelled,Godrej Office Chair 138,Furniture,44388.99,Godrej,3.5,Sint tenetur distinctio praesentium.,70,True,Shamik Dar,32,F,Vasai-Virar,Telangana,priyansh27@example.org,00128960847,True
1258,43,159,1,2025-10-16 20:48:38,1,15856.46,Cash on Delivery,Processing,Slazenger Cricket Bat 159,Sports,7747.69,Slazenger,4.4,Cumque quis eum delectus.,46,False,Parinaaz Maharaj,44,M,Kollam,Manipur,dissac@example.org,7312685084,True
1259,558,142,4,2025-02-22 21:07:17,3,14850.61,Net Banking,Shipped,FabIndia Jeans 142,Clothing,13406.85,FabIndia,4.7,Officia voluptatum natus minima ad tempore sed veniam. Sint sit fugit provident nihil quod in.,28,False,Samar Subramanian,65,M,Bokaro,Punjab,indrans59@example.org,2121777314,False
1260,12,70,3,2025-01-02 14:19:21,3,5320.15,Debit Card,Processing,HomeTown Bookshelf 70,Furniture,43567.89,HomeTown,3.7,"Soluta ad laboriosam.
Veritatis repudiandae fuga.",39,False,Shlok Ghose,32,M,Durg,Uttar Pradesh,lakshay36@example.org,+911658697833,True
1261,777,115,4,2025-07-03 07:21:21,1,19871.67,Debit Card,Shipped,Nestle Snacks 115,Groceries,91664.39,Nestle,4.9,Aliquam consequatur aspernatur. Ex veniam temporibus fuga.,59,True,Rhea Dugar,23,M,Tenali,Uttarakhand,usha@example.org,1359785183,False
1262,658,91,2,2025-01-19 22:30:01,1,5558.04,UPI,Delivered,Micromax Smart TV 91,Electronics,56111.28,Micromax,4.1,Libero accusamus non ipsam. Nesciunt molestias enim voluptatum tempore aperiam quidem praesentium.,1,False,Chirag Comar,19,F,Bhalswa Jahangir Pur,Goa,zamble@example.net,00305139714,True
1263,744,171,5,2025-01-20 14:38:38,1,1135.86,Debit Card,Processing,L'Oreal Skin Care 171,Beauty,38747.56,L'Oreal,3.2,Minus officiis fuga facilis. Asperiores voluptate tempora aliquam iste porro accusamus nihil.,35,True,Yuvaan Bora,22,M,Erode,West Bengal,bhaminimahal@example.net,03027696047,True
1264,667,137,5,2025-02-17 10:05:27,2,11707.4,Cash on Delivery,Processing,Hindustan Unilever Makeup Kit 137,Beauty,77430.05,Hindustan Unilever,4.9,Odit repudiandae sint qui voluptas.,15,False,Aaryahi Sidhu,44,M,Tiruvottiyur,Karnataka,dbajwa@example.net,01708312051,False
1265,171,84,4,2025-01-13 23:14:04,2,19749.77,Debit Card,Delivered,Urban Ladder Sofa Set 84,Furniture,82213.8,Urban Ladder,3.5,Incidunt omnis qui blanditiis aliquid aperiam.,49,True,Krish Saxena,46,M,Dehri,Sikkim,aradhyaram@example.org,09782867855,True
1266,381,92,3,2025-02-10 17:14:00,2,14385.11,Cash on Delivery,Cancelled,Nilkamal Sofa Set 92,Furniture,40345.91,Nilkamal,3.6,Pariatur beatae eius pariatur. Distinctio perspiciatis libero consectetur libero nostrum velit.,1,True,Samaira Srinivas,32,F,Akola,Assam,abanerjee@example.com,9048640311,False
1267,484,141,3,2025-07-16 03:20:44,2,19221.54,Net Banking,Cancelled,Godrej Wardrobe 141,Furniture,83436.67,Godrej,3.8,Maiores impedit aspernatur sed ipsam quae. Provident expedita qui doloribus nulla nihil iure.,17,True,Ishita Issac,42,F,Jabalpur,Mizoram,jivika15@example.net,6158422192,False
1268,107,21,3,2025-11-04 13:25:10,3,2391.09,Net Banking,Cancelled,Motorola Tablet 21,Mobile Phones,97493.82,Motorola,3.1,Numquam labore doloribus dolorum delectus numquam.,15,False,Kashvi Koshy,61,F,Morena,Andhra Pradesh,regeshaan@example.net,4691321805,True
1269,562,45,1,2025-07-06 22:45:19,3,7031.91,UPI,Cancelled,Pepperfry Dining Table 45,Furniture,96158.95,Pepperfry,3.3,Tempore cumque ipsam unde vero. Ratione repudiandae nulla saepe in eveniet rerum.,13,True,Abram Butala,40,M,Patiala,Meghalaya,myogi@example.net,6723136748,False
1270,40,99,4,2025-06-16 17:53:54,2,9184.96,UPI,Processing,Nestle Spices 99,Groceries,83764.37,Nestle,4.6,Illo consequatur natus excepturi. Fuga perspiciatis aut aliquam reiciendis voluptates at.,41,False,Sumer Dutt,53,M,Jalandhar,Kerala,ishetty@example.org,+912283196628,False
1271,482,77,4,2025-02-04 13:54:03,3,17853.81,Cash on Delivery,Shipped,Morphy Richards Water Purifier 77,Home & Kitchen,69810.81,Morphy Richards,3.3,Eveniet maiores quis ratione maxime. Voluptates quaerat nihil ab facere.,45,True,Jayant Apte,59,F,Amravati,Mizoram,fbhakta@example.com,+915515480530,False
1272,858,160,4,2024-12-01 20:28:03,3,2807.78,Credit Card,Processing,Tanishq Watch 160,Fashion Accessories,93379.56,Tanishq,3.3,Fuga id eveniet quae dolores voluptate at. Odio a excepturi odit atque repudiandae expedita.,0,True,Vritika Ramanathan,37,M,Amritsar,Uttar Pradesh,raniagara@example.org,+918568315269,False
1273,380,79,5,2025-11-08 02:41:42,2,10483.15,UPI,Processing,Oppo Earphones 79,Mobile Phones,45411.04,Oppo,4.0,Dolor rem magni aliquam expedita. Reiciendis a facere vitae.,19,True,Aaina Raju,60,F,Jorhat,Punjab,tusharsunder@example.net,+911231827819,True
